job_name,crawling_time,company_name,salary,salary_section,city,area,experience,educational,company_size,company_direction,skills,job_url,company_url
图像算法工程师,2022-01-02 14:11:05,美资医疗器械头部集团中国区研发中心,30-45k·16薪,40-50k,上海,浦东新区,统招本科,5-10年,500-999人,医疗器械,,https://www.liepin.com/a/31486633.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=1&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=1,
自动驾驶算法工程师,2022-01-02 14:11:05,知名外商独资汽车公司,20-30k·14薪,26-30k,上海,嘉定区,大专及以上,经验不限,10000人以上,汽车/摩托车,,https://www.liepin.com/a/33057123.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=2&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=2,
算法科学家,2022-01-02 14:11:05,国内知名AI医疗公司,100-200k·16薪,50k+,北京,,博士,经验不限,100-499人,计算机软件,深度学习|AdaBoost|算法研究|C++,https://www.liepin.com/a/32899227.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=3&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=3,
图像算法工程师（武汉/深圳）,2022-01-02 14:11:05,全球知名外企,30-45k·13薪,40-50k,深圳,,硕士及以上,3-5年,1000-2000人,仪器/电气/自动化,算法研究|算法开发,https://www.liepin.com/a/32795605.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=4&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=4,
算法总监,2022-01-02 14:11:05,某知名区块链平台,100-130k·14薪,50k+,北京,,本科及以上,经验不限,1000-2000人,区块链,,https://www.liepin.com/a/33058171.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=5&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=5,
感知定位算法工程师,2022-01-02 14:11:05,安徽域驰智能,13-26k·13薪,18-22k,合肥,,统招本科,3-5年,100-499人,自动驾驶,算法开发|定位算法|视觉识别|激光雷达,https://www.liepin.com/job/1944375563.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=6&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=6,https://www.liepin.com/company/12549433/
算法工程师,2022-01-02 14:11:05,慧壹科技,30-50k·14薪,40-50k,上海,,硕士及以上,3-5年,1-49人,药物研发,,https://www.liepin.com/job/1942415227.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=7&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=7,https://www.liepin.com/company/12824211/
高性能算法工程师,2022-01-02 14:11:05,半导体设计制造、通信、AI行业的猎头公司,30-60k·15薪,50k+,合肥,,学历不限,5-10年,1-49人,专业服务,,https://www.liepin.com/a/33121067.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=8&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=8,
控制算法工程师,2022-01-02 14:11:05,美国数据存储巨头,20-30k·15薪,30-35k,深圳,,硕士及以上,1-3年,2000-5000人,电子/芯片/半导体,,https://www.liepin.com/a/33118803.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=9&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=9,
算法工程师,2022-01-02 14:11:05,合肥某科技有限公司,20-40k,26-30k,合肥,,统招本科,经验不限,100-499人,计算机软件,,https://www.liepin.com/a/33109595.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=10&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=10,
控制算法工程师,2022-01-02 14:11:05,美国数据存储巨头,20-30k·15薪,30-35k,深圳,,硕士及以上,1-3年,2000-5000人,电子/芯片/半导体,,https://www.liepin.com/a/33032765.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=11&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=11,
AI算法专家,2022-01-02 14:11:05,全球知名汽车制造商,45-75k·16薪,50k+,北京,东城区,本科及以上,10年以上,5000-10000人,汽车/摩托车,,https://www.liepin.com/a/32805079.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=12&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=12,
算法策略高阶岗,2022-01-02 14:11:05,某知名互联网技术公司,100-200k·14薪,50k+,北京,,统招本科,10年以上,50-99人,互联网/电商,算法研究|算法优化|深度学习|PyTorch|TensorFlow,https://www.liepin.com/a/32490479.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=13&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=13,
算法工程师-自动驾驶,2022-01-02 14:11:05,一家致力于自动驾驶的人工智能技术公司,25-50k·14薪,40-50k,北京,,硕士及以上,3-5年,500-999人,计算机软件,定位算法|算法识别|感知算法|控制算法|视觉感知|激光雷达|算法研究|算法开发|图像识别|算法设计,https://www.liepin.com/a/30785349.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=14&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=14,
算法工程师,2022-01-02 14:11:05,闻泰科技(深圳)有限公司,18-30k,22-26k,深圳,罗湖区,本科及以上,3-5年,10000人以上,计算机/网络设备,,https://www.liepin.com/job/1946119333.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=15&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=15,https://www.liepin.com/company/12543267/
算法工程师,2022-01-02 14:11:05,某无人驾驶机器人公司,30-60k·15薪,50k+,上海,,硕士及以上,经验不限,100-499人,互联网/电商,控制算法|感知算法|定位算法|SA算法|算法开发|C++,https://www.liepin.com/a/30970541.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=16&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=16,
算法产品经理,2022-01-02 14:11:05,杭州拓扑时空科技有限公司,15-25k,18-22k,杭州,,统招本科,3-5年,100-499人,人工智能,,https://www.liepin.com/job/1937540235.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=17&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=17,https://www.liepin.com/company/12486777/
导航算法工程师（SLAM算法）,2022-01-02 14:11:05,广州某家大型电子股份有限公司,23-40k·13薪,30-35k,广州,,硕士及以上,3-5年,2000-5000人,计算机软件,导航算法|定位算法|SA算法|算法研究|算法开发|控制算法|算法设计|算法测试|激光雷达|视觉算法,https://www.liepin.com/a/32956163.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=18&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=18,
导航算法工程师（SLAM算法）,2022-01-02 14:11:05,广州某家大型电子股份有限公司,23-40k·13薪,30-35k,广州,黄埔区,硕士及以上,3-5年,2000-5000人,计算机软件,导航算法|定位算法|SA算法|算法研究|算法开发|控制算法|算法设计|算法测试|激光雷达|视觉算法,https://www.liepin.com/a/32468193.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=19&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=19,
物理层算法研究工程师、高层算法研究工程师、系统算法研究工程师、物理层架构师、5G组网高级专家,2022-01-02 14:11:05,某通信企业,20-40k·15薪,35-40k,上海,,统招本科,经验不限,100-499人,通信业,,https://www.liepin.com/a/32126399.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=20&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=20,
物理层算法研究工程师、高层算法研究工程师、系统算法研究工程师、物理层架构师、5G组网高级专家,2022-01-02 14:11:05,某通信企业,20-40k·15薪,35-40k,上海,,统招本科,经验不限,100-499人,通信业,,https://www.liepin.com/a/32126275.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=21&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=21,
导航算法工程师（机器人SLAM/VSLAM）,2022-01-02 14:11:05,500强上市科技公司,25-50k·13薪,40-50k,广州,,硕士及以上,3-5年,2000-5000人,计算机软件,导航算法|定位算法|SA算法|算法研究|算法开发|控制算法|算法设计|算法测试|激光雷达|视觉算法,https://www.liepin.com/a/32501217.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=22&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=22,
推荐算法研发工程师,2022-01-02 14:11:05,某很火的互联网公司,40-70k·15薪,50k+,上海,,统招本科,经验不限,5000-10000人,互联网/电商,BERT|文本分类|机器翻译|广告算法|知识图谱,https://www.liepin.com/a/31728659.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=23&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=23,
资深算法工程师,2022-01-02 14:11:05,某科技公司,50-60k·13薪,50k+,西安,,本科及以上,5-10年,100-499人,航空/航天,,https://www.liepin.com/a/33090191.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=24&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=24,
slam算法工程师,2022-01-02 14:11:05,某轨道交通AI人工智能企业,15-30k·15薪,26-30k,成都,,本科及以上,3-5年,50-99人,互联网/电商,,https://www.liepin.com/a/33083897.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=25&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=25,
导航算法工程师,2022-01-02 14:11:05,某知名科技上市公司,30-60k·13薪,40-50k,广州,黄埔区,硕士及以上,5-10年,2000-5000人,计算机软件,定位算法|SA算法|算法研究|算法开发|导航算法|控制算法|算法设计|算法测试|激光雷达|视觉算法,https://www.liepin.com/a/32633995.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=26&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=26,
算法工程师（AI方向）（图像处理方向）（信号处理方向）,2022-01-02 14:11:05,ZKLP,20-40k·14薪,30-35k,深圳,,硕士及以上,3-5年,100-499人,医疗器械,图像处理|信号处理|算法开发|算法研究|C++|深度学习|图像开发,https://www.liepin.com/a/31297905.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=27&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=27,
算法应用专家,2022-01-02 14:11:05,BYD,30-60k,40-50k,上海,,统招本科,3-5年,10000人以上,汽车/摩托车,感知融合,https://www.liepin.com/job/1945989303.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=28&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=28,https://www.liepin.com/company/434237/
算法专家,2022-01-02 14:11:05,大界机器人,50-80k·16薪,50k+,上海,宝山区,博士,经验不限,100-499人,房地产/建筑,算法开发|SA算法|机器视觉|动力学算法|控制算法,https://www.liepin.com/job/1940171237.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=29&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=29,https://www.liepin.com/company/9420593/
高级算法工程师,2022-01-02 14:11:05,某毫米波雷达研发公司,20-40k·13薪,30-35k,苏州,,本科及以上,3-5年,500-999人,电子/芯片/半导体,,https://www.liepin.com/a/33056165.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=30&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=30,
高级算法工程师,2022-01-02 14:11:05,某智能汽车系统企业,20-40k·13薪,30-35k,苏州,,统招本科,5-10年,50-99人,电子/芯片/半导体,信号处理|大数据算法|算法研究|跟踪算法|算法设计,https://www.liepin.com/a/32948823.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=31&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=31,
机器人导航算法工程师,2022-01-02 14:11:05,某知名科技公司,30-60k·15薪,50k+,广州,,本科及以上,3-5年,2000-5000人,互联网/电商,定位算法|SA算法|算法开发|导航算法|控制算法|算法设计|算法测试|激光雷达|视觉算法|算法研究,https://www.liepin.com/a/32660317.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=32&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=32,
高级算法工程师,2022-01-02 14:11:05,某上市公司,30-50k·15薪,40-50k,苏州,,本科及以上,经验不限,500-999人,人工智能,信号处理|算法研究|大数据算法|算法设计|跟踪算法,https://www.liepin.com/a/32371169.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=33&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=33,
算法高级工程师,2022-01-02 14:11:05,某上海知名光电科技公司,50-80k·13薪,50k+,上海,,本科及以上,5-10年,100-499人,汽车零部件及配件,视觉算法|GA算法|强化学习|图像学习|图像处理|深度学习|Python,https://www.liepin.com/a/21645877.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=34&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=34,
高级算法应用工程师,2022-01-02 14:11:05,BYD,30-60k,40-50k,上海,,统招本科,3-5年,10000人以上,汽车/摩托车,感知融合,https://www.liepin.com/job/1945989365.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=35&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=35,https://www.liepin.com/company/434237/
SLAM导航算法工程师,2022-01-02 14:11:05,库卡机器人,15-35k,22-26k,佛山,顺德区,硕士及以上,5-10年,2000-5000人,其他行业,定位算法|SA算法|滤波算法|算法设计|C++,https://www.liepin.com/job/1945923065.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=36&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=36,https://www.liepin.com/company/9891853/
SLAM导航算法工程师,2022-01-02 14:11:05,库卡机器人,15-35k,22-26k,上海,松江区,硕士及以上,5-10年,2000-5000人,其他行业,定位算法|SA算法|滤波算法|C++|算法设计,https://www.liepin.com/job/1945923063.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=37&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=37,https://www.liepin.com/company/9891853/
AI算法工程师,2022-01-02 14:11:05,广东跃昉科技有限公司,20-35k·15薪,30-35k,深圳,南山区,本科及以上,5-10年,50-99人,芯片/集成电路,语音识别|OCR|算法识别|图像分类|信号处理|深度学习|图像拼接|图像学习|人脸识别|图像检测,https://www.liepin.com/job/1944216265.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=38&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=38,https://www.liepin.com/company/12155763/
算法开发高级工程师,2022-01-02 14:11:05,柏视医疗,15-30k,22-26k,广州,,硕士及以上,5-10年,100-499人,互联网/电商,算法研究|图像处理|图像识别|算法设计|算法开发|深度学习|C++|Python,https://www.liepin.com/job/1943759931.shtml?d_sfrom=search_prime&d_ckId=a0c1c1ccaf232d83b4aeb00178e79999&d_curPage=2&d_pageSize=40&d_headId=a0c1c1ccaf232d83b4aeb00178e79999&d_posi=39&skId=684776a2aeebcd99ca247862aeb43c43&fkId=684776a2aeebcd99ca247862aeb43c43&ckId=684776a2aeebcd99ca247862aeb43c43&sfrom=search_job_pc&curPage=2&pageSize=40&index=39,https://www.liepin.com/company/9949041/
爬虫工程师,2022-01-02 14:11:11,某大型金融公司,20-30k·15薪,30-35k,上海,,本科及以上,1-3年,500-999人,基金,系统开发|网络开发|Python,https://www.liepin.com/a/32579031.shtml?d_sfrom=search_prime&d_ckId=9d96b9655470bd93f04337ae2dfa7f7f&d_curPage=4&d_pageSize=40&d_headId=9d96b9655470bd93f04337ae2dfa7f7f&d_posi=0&skId=009cfbdb76b0f7ada0f8547989cd4643&fkId=009cfbdb76b0f7ada0f8547989cd4643&ckId=009cfbdb76b0f7ada0f8547989cd4643&sfrom=search_job_pc&curPage=4&pageSize=40&index=0,
python爬虫工程师,2022-01-02 14:11:11,蓝思网络,15-25k,18-22k,深圳,龙岗区,统招本科,1-3年,1000-2000人,电子商务,电商领域|Redis|MySQL|Python|架构设计,https://www.liepin.com/job/1945540117.shtml?d_sfrom=search_prime&d_ckId=9d96b9655470bd93f04337ae2dfa7f7f&d_curPage=4&d_pageSize=40&d_headId=9d96b9655470bd93f04337ae2dfa7f7f&d_posi=1&skId=009cfbdb76b0f7ada0f8547989cd4643&fkId=009cfbdb76b0f7ada0f8547989cd4643&ckId=009cfbdb76b0f7ada0f8547989cd4643&sfrom=search_job_pc&curPage=4&pageSize=40&index=1,https://www.liepin.com/company/8544129/
python爬虫工程师,2022-01-02 14:11:11,某阿里系企业,20-25k·13薪,22-26k,北京,,学历不限,3-5年,100-499人,大数据,Scrapy|MySQL,https://www.liepin.com/a/32742459.shtml?d_sfrom=search_prime&d_ckId=9d96b9655470bd93f04337ae2dfa7f7f&d_curPage=4&d_pageSize=40&d_headId=9d96b9655470bd93f04337ae2dfa7f7f&d_posi=2&skId=009cfbdb76b0f7ada0f8547989cd4643&fkId=009cfbdb76b0f7ada0f8547989cd4643&ckId=009cfbdb76b0f7ada0f8547989cd4643&sfrom=search_job_pc&curPage=4&pageSize=40&index=2,
爬虫工程师(J10205),2022-01-02 14:11:11,中康科技,15-20k·14薪,18-22k,广州,天河区,本科及以上,3-5年,500-999人,大数据,系统开发|CSS|Python,https://www.liepin.com/job/1933154051.shtml?d_sfrom=search_prime&d_ckId=9d96b9655470bd93f04337ae2dfa7f7f&d_curPage=4&d_pageSize=40&d_headId=9d96b9655470bd93f04337ae2dfa7f7f&d_posi=3&skId=009cfbdb76b0f7ada0f8547989cd4643&fkId=009cfbdb76b0f7ada0f8547989cd4643&ckId=009cfbdb76b0f7ada0f8547989cd4643&sfrom=search_job_pc&curPage=4&pageSize=40&index=3,https://www.liepin.com/company/9358699/
